Time_Period,Budget/Revenue,Value,Optimisation Type,Channel,Scenario
23/04/2023,LT Revenue,162761.9517,Blended,Programmatic Video,Optimal Profit
23/04/2023,LT Revenue,259569.7763,Blended,BVOD,Optimal Profit
23/04/2023,LT Revenue,3922.626538,Blended,YouTube,Optimal Profit
23/04/2023,LT Revenue,0,Blended,Social TikTok,Optimal Profit
30/04/2023,LT Revenue,2.31E-07,Blended,BVOD,Optimal Profit
30/04/2023,LT Revenue,3.22E-09,Blended,Youtube,Optimal Profit
30/04/2023,LT Revenue,0,Blended,Social FB IG,Optimal Profit
30/04/2023,LT Revenue,354329.0082,Blended,TV,Optimal Profit
30/04/2023,LT Revenue,0,Blended,Shopmium,Optimal Profit
30/04/2023,LT Revenue,0.000314849,Blended,Social FB IG,Optimal Profit
30/04/2023,LT Revenue,0,Blended,Social Snapchat,Optimal Profit
30/04/2023,LT Revenue,0,Blended,Programmatic Display,Optimal Profit
30/04/2023,LT Revenue,7804.316559,Blended,Social FB IG,Optimal Profit
30/04/2023,LT Revenue,157208.0435,Blended,Programmatic Video,Optimal Profit
30/04/2023,LT Revenue,247456.9977,Blended,BVOD,Optimal Profit
30/04/2023,LT Revenue,3902.13174,Blended,YouTube,Optimal Profit
30/04/2023,LT Revenue,0,Blended,Social TikTok,Optimal Profit
07/05/2023,LT Revenue,6.29E-08,Blended,BVOD,Optimal Profit
07/05/2023,LT Revenue,0,Blended,Youtube,Optimal Profit
07/05/2023,LT Revenue,0,Blended,Social FB IG,Optimal Profit
07/05/2023,LT Revenue,164303.4565,Blended,TV,Optimal Profit
07/05/2023,LT Revenue,0,Blended,Shopmium,Optimal Profit
07/05/2023,LT Revenue,9.86E-05,Blended,Social FB IG,Optimal Profit
07/05/2023,LT Revenue,0,Blended,Social Snapchat,Optimal Profit
07/05/2023,LT Revenue,0,Blended,Programmatic Display,Optimal Profit
07/05/2023,LT Revenue,2444.618629,Blended,Social FB IG,Optimal Profit
07/05/2023,LT Revenue,65042.77678,Blended,Programmatic Video,Optimal Profit
07/05/2023,LT Revenue,233775.2556,Blended,BVOD,Optimal Profit
07/05/2023,LT Revenue,3895.711675,Blended,YouTube,Optimal Profit
07/05/2023,LT Revenue,0,Blended,Social TikTok,Optimal Profit
14/05/2023,LT Revenue,2.10E-08,Blended,BVOD,Optimal Profit
14/05/2023,LT Revenue,0,Blended,Youtube,Optimal Profit
14/05/2023,LT Revenue,0,Blended,Social FB IG,Optimal Profit
14/05/2023,LT Revenue,73025.9791,Blended,TV,Optimal Profit
14/05/2023,LT Revenue,0,Blended,Shopmium,Optimal Profit
14/05/2023,LT Revenue,3.09E-05,Blended,Social FB IG,Optimal Profit
14/05/2023,LT Revenue,0,Blended,Social Snapchat,Optimal Profit
14/05/2023,LT Revenue,0,Blended,Programmatic Display,Optimal Profit
14/05/2023,LT Revenue,765.7375742,Blended,Social FB IG,Optimal Profit
14/05/2023,LT Revenue,26362.9126,Blended,Programmatic Video,Optimal Profit
14/05/2023,LT Revenue,218886.255,Blended,BVOD,Optimal Profit
14/05/2023,LT Revenue,3893.700664,Blended,YouTube,Optimal Profit
14/05/2023,LT Revenue,0,Blended,Social TikTok,Optimal Profit
21/05/2023,LT Revenue,0,Blended,BVOD,Optimal Profit
21/05/2023,LT Revenue,0,Blended,Youtube,Optimal Profit
21/05/2023,LT Revenue,0,Blended,Social FB IG,Optimal Profit
21/05/2023,LT Revenue,31854.56387,Blended,TV,Optimal Profit
21/05/2023,LT Revenue,0,Blended,Shopmium,Optimal Profit
21/05/2023,LT Revenue,9.68E-06,Blended,Social FB IG,Optimal Profit
21/05/2023,LT Revenue,0,Blended,Social Snapchat,Optimal Profit
21/05/2023,LT Revenue,0,Blended,Programmatic Display,Optimal Profit
21/05/2023,LT Revenue,239.8537329,Blended,Social FB IG,Optimal Profit
21/05/2023,LT Revenue,10596.84669,Blended,Programmatic Video,Optimal Profit
21/05/2023,LT Revenue,203195.7145,Blended,BVOD,Optimal Profit
21/05/2023,LT Revenue,3893.070748,Blended,YouTube,Optimal Profit
21/05/2023,LT Revenue,0,Blended,Social TikTok,Optimal Profit
28/05/2023,LT Revenue,0,Blended,BVOD,Optimal Profit
28/05/2023,LT Revenue,0,Blended,Youtube,Optimal Profit
28/05/2023,LT Revenue,0,Blended,Social FB IG,Optimal Profit
28/05/2023,LT Revenue,13782.45169,Blended,TV,Optimal Profit
28/05/2023,LT Revenue,0,Blended,Shopmium,Optimal Profit
28/05/2023,LT Revenue,3.03E-06,Blended,Social FB IG,Optimal Profit
28/05/2023,LT Revenue,0,Blended,Social Snapchat,Optimal Profit
28/05/2023,LT Revenue,0,Blended,Programmatic Display,Optimal Profit
28/05/2023,LT Revenue,75.12980812,Blended,Social FB IG,Optimal Profit
28/05/2023,LT Revenue,4245.314223,Blended,Programmatic Video,Optimal Profit
28/05/2023,LT Revenue,187112.3687,Blended,BVOD,Optimal Profit
28/05/2023,LT Revenue,3892.873438,Blended,YouTube,Optimal Profit
28/05/2023,LT Revenue,0,Blended,Social TikTok,Optimal Profit
04/06/2023,LT Revenue,0,Blended,BVOD,Optimal Profit
04/06/2023,LT Revenue,0,Blended,Youtube,Optimal Profit
04/06/2023,LT Revenue,0,Blended,Social FB IG,Optimal Profit
04/06/2023,LT Revenue,5942.261789,Blended,TV,Optimal Profit
04/06/2023,LT Revenue,0,Blended,Shopmium,Optimal Profit
04/06/2023,LT Revenue,9.49E-07,Blended,Social FB IG,Optimal Profit
04/06/2023,LT Revenue,0,Blended,Social Snapchat,Optimal Profit
04/06/2023,LT Revenue,0,Blended,Programmatic Display,Optimal Profit
04/06/2023,LT Revenue,23.53303009,Blended,Social FB IG,Optimal Profit
04/06/2023,LT Revenue,1698.487424,Blended,Programmatic Video,Optimal Profit
04/06/2023,LT Revenue,171015.6868,Blended,BVOD,Optimal Profit
04/06/2023,LT Revenue,3892.811634,Blended,YouTube,Optimal Profit
04/06/2023,LT Revenue,0,Blended,Social TikTok,Optimal Profit
11/06/2023,LT Revenue,0,Blended,BVOD,Optimal Profit
11/06/2023,LT Revenue,0,Blended,Youtube,Optimal Profit
11/06/2023,LT Revenue,0,Blended,Social FB IG,Optimal Profit
11/06/2023,LT Revenue,2558.102824,Blended,TV,Optimal Profit
11/06/2023,LT Revenue,0,Blended,Shopmium,Optimal Profit
11/06/2023,LT Revenue,2.97E-07,Blended,Social FB IG,Optimal Profit
11/06/2023,LT Revenue,0,Blended,Social Snapchat,Optimal Profit
11/06/2023,LT Revenue,0,Blended,Programmatic Display,Optimal Profit
11/06/2023,LT Revenue,7.37128749,Blended,Social FB IG,Optimal Profit
11/06/2023,LT Revenue,679.1763284,Blended,Programmatic Video,Optimal Profit
11/06/2023,LT Revenue,155234.2615,Blended,BVOD,Optimal Profit
11/06/2023,LT Revenue,3892.792275,Blended,YouTube,Optimal Profit
11/06/2023,LT Revenue,0,Blended,Social TikTok,Optimal Profit
18/06/2023,LT Revenue,0,Blended,BVOD,Optimal Profit
18/06/2023,LT Revenue,0,Blended,Youtube,Optimal Profit
18/06/2023,LT Revenue,0,Blended,Social FB IG,Optimal Profit
18/06/2023,LT Revenue,1100.526611,Blended,TV,Optimal Profit
18/06/2023,LT Revenue,0,Blended,Shopmium,Optimal Profit
18/06/2023,LT Revenue,9.34E-08,Blended,Social FB IG,Optimal Profit
18/06/2023,LT Revenue,0,Blended,Social Snapchat,Optimal Profit
18/06/2023,LT Revenue,0,Blended,Programmatic Display,Optimal Profit
18/06/2023,LT Revenue,2.308919689,Blended,Social FB IG,Optimal Profit
18/06/2023,LT Revenue,271.5250274,Blended,Programmatic Video,Optimal Profit
18/06/2023,LT Revenue,140034.4431,Blended,BVOD,Optimal Profit
18/06/2023,LT Revenue,3892.786211,Blended,YouTube,Optimal Profit
18/06/2023,LT Revenue,0,Blended,Social TikTok,Optimal Profit
25/06/2023,LT Revenue,0,Blended,BVOD,Optimal Profit
25/06/2023,LT Revenue,0,Blended,Youtube,Optimal Profit
25/06/2023,LT Revenue,0,Blended,Social FB IG,Optimal Profit
25/06/2023,LT Revenue,473.3267788,Blended,TV,Optimal Profit
25/06/2023,LT Revenue,0,Blended,Shopmium,Optimal Profit
25/06/2023,LT Revenue,2.91E-08,Blended,Social FB IG,Optimal Profit
25/06/2023,LT Revenue,0,Blended,Social Snapchat,Optimal Profit
25/06/2023,LT Revenue,0,Blended,Programmatic Display,Optimal Profit
25/06/2023,LT Revenue,0.72322644,Blended,Social FB IG,Optimal Profit
25/06/2023,LT Revenue,108.54256,Blended,Programmatic Video,Optimal Profit
25/06/2023,LT Revenue,125617.4049,Blended,BVOD,Optimal Profit
25/06/2023,LT Revenue,3892.784312,Blended,YouTube,Optimal Profit
25/06/2023,LT Revenue,0,Blended,Social TikTok,Optimal Profit
02/07/2023,LT Revenue,0,Blended,BVOD,Optimal Profit
02/07/2023,LT Revenue,0,Blended,Youtube,Optimal Profit
02/07/2023,LT Revenue,0,Blended,Social FB IG,Optimal Profit
02/07/2023,LT Revenue,203.5490708,Blended,TV,Optimal Profit
02/07/2023,LT Revenue,0,Blended,Shopmium,Optimal Profit
02/07/2023,LT Revenue,9.18E-09,Blended,Social FB IG,Optimal Profit
02/07/2023,LT Revenue,0,Blended,Social Snapchat,Optimal Profit
02/07/2023,LT Revenue,0,Blended,Programmatic Display,Optimal Profit
02/07/2023,LT Revenue,0.226537322,Blended,Social FB IG,Optimal Profit
02/07/2023,LT Revenue,43.38857747,Blended,Programmatic Video,Optimal Profit
02/07/2023,LT Revenue,112122.3024,Blended,BVOD,Optimal Profit
02/07/2023,LT Revenue,3892.783717,Blended,YouTube,Optimal Profit
02/07/2023,LT Revenue,0,Blended,Social TikTok,Optimal Profit
10/07/2022,Budget,0,Blended,BVOD,500k Exhaust
10/07/2022,Budget,0,Blended,Youtube,500k Exhaust
10/07/2022,Budget,0,Blended,Social FB IG,500k Exhaust
10/07/2022,Budget,5175.992265,Blended,TV,500k Exhaust
10/07/2022,Budget,0,Blended,Shopmium,500k Exhaust
10/07/2022,Budget,0,Blended,Social FB IG,500k Exhaust
10/07/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
10/07/2022,Budget,0,Blended,Programmatic Display,500k Exhaust
10/07/2022,Budget,0,Blended,Social FB IG,500k Exhaust
10/07/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
10/07/2022,Budget,0,Blended,BVOD,500k Exhaust
10/07/2022,Budget,0,Blended,YouTube,500k Exhaust
10/07/2022,Budget,0,Blended,Social TikTok,500k Exhaust
17/07/2022,Budget,0,Blended,BVOD,500k Exhaust
17/07/2022,Budget,0,Blended,Youtube,500k Exhaust
17/07/2022,Budget,0.166666665,Blended,Social FB IG,500k Exhaust
17/07/2022,Budget,5175.992265,Blended,TV,500k Exhaust
17/07/2022,Budget,0,Blended,Shopmium,500k Exhaust
17/07/2022,Budget,0,Blended,Social FB IG,500k Exhaust
17/07/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
17/07/2022,Budget,0,Blended,Programmatic Display,500k Exhaust
17/07/2022,Budget,0,Blended,Social FB IG,500k Exhaust
17/07/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
17/07/2022,Budget,0,Blended,BVOD,500k Exhaust
17/07/2022,Budget,0,Blended,YouTube,500k Exhaust
17/07/2022,Budget,0,Blended,Social TikTok,500k Exhaust
24/07/2022,Budget,0,Blended,BVOD,500k Exhaust
24/07/2022,Budget,0,Blended,Youtube,500k Exhaust
24/07/2022,Budget,0.166666665,Blended,Social FB IG,500k Exhaust
24/07/2022,Budget,5175.992265,Blended,TV,500k Exhaust
24/07/2022,Budget,0,Blended,Shopmium,500k Exhaust
24/07/2022,Budget,0,Blended,Social FB IG,500k Exhaust
24/07/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
24/07/2022,Budget,0,Blended,Programmatic Display,500k Exhaust
24/07/2022,Budget,0,Blended,Social FB IG,500k Exhaust
24/07/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
24/07/2022,Budget,0,Blended,BVOD,500k Exhaust
24/07/2022,Budget,0,Blended,YouTube,500k Exhaust
24/07/2022,Budget,0,Blended,Social TikTok,500k Exhaust
31/07/2022,Budget,6764.852934,Blended,BVOD,500k Exhaust
31/07/2022,Budget,0.104223674,Blended,Youtube,500k Exhaust
31/07/2022,Budget,0.166666665,Blended,Social FB IG,500k Exhaust
31/07/2022,Budget,5175.992265,Blended,TV,500k Exhaust
31/07/2022,Budget,0,Blended,Shopmium,500k Exhaust
31/07/2022,Budget,0,Blended,Social FB IG,500k Exhaust
31/07/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
31/07/2022,Budget,0,Blended,Programmatic Display,500k Exhaust
31/07/2022,Budget,0,Blended,Social FB IG,500k Exhaust
31/07/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
31/07/2022,Budget,0,Blended,BVOD,500k Exhaust
31/07/2022,Budget,0,Blended,YouTube,500k Exhaust
31/07/2022,Budget,0,Blended,Social TikTok,500k Exhaust
07/08/2022,Budget,6764.852934,Blended,BVOD,500k Exhaust
07/08/2022,Budget,0.104223674,Blended,Youtube,500k Exhaust
07/08/2022,Budget,0.166666665,Blended,Social FB IG,500k Exhaust
07/08/2022,Budget,5175.992265,Blended,TV,500k Exhaust
07/08/2022,Budget,0,Blended,Shopmium,500k Exhaust
07/08/2022,Budget,0,Blended,Social FB IG,500k Exhaust
07/08/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
07/08/2022,Budget,0,Blended,Programmatic Display,500k Exhaust
07/08/2022,Budget,0,Blended,Social FB IG,500k Exhaust
07/08/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
07/08/2022,Budget,0,Blended,BVOD,500k Exhaust
07/08/2022,Budget,0,Blended,YouTube,500k Exhaust
07/08/2022,Budget,0,Blended,Social TikTok,500k Exhaust
14/08/2022,Budget,6764.852934,Blended,BVOD,500k Exhaust
14/08/2022,Budget,0.104223674,Blended,Youtube,500k Exhaust
14/08/2022,Budget,0.166666665,Blended,Social FB IG,500k Exhaust
14/08/2022,Budget,5175.992265,Blended,TV,500k Exhaust
14/08/2022,Budget,0,Blended,Shopmium,500k Exhaust
14/08/2022,Budget,0,Blended,Social FB IG,500k Exhaust
14/08/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
14/08/2022,Budget,0,Blended,Programmatic Display,500k Exhaust
14/08/2022,Budget,0,Blended,Social FB IG,500k Exhaust
14/08/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
14/08/2022,Budget,0,Blended,BVOD,500k Exhaust
14/08/2022,Budget,0,Blended,YouTube,500k Exhaust
14/08/2022,Budget,0,Blended,Social TikTok,500k Exhaust
21/08/2022,Budget,6764.852934,Blended,BVOD,500k Exhaust
21/08/2022,Budget,0.104223674,Blended,Youtube,500k Exhaust
21/08/2022,Budget,0.166666665,Blended,Social FB IG,500k Exhaust
21/08/2022,Budget,5175.992265,Blended,TV,500k Exhaust
21/08/2022,Budget,0.199999998,Blended,Shopmium,500k Exhaust
21/08/2022,Budget,0,Blended,Social FB IG,500k Exhaust
21/08/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
21/08/2022,Budget,0,Blended,Programmatic Display,500k Exhaust
21/08/2022,Budget,0,Blended,Social FB IG,500k Exhaust
21/08/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
21/08/2022,Budget,0,Blended,BVOD,500k Exhaust
21/08/2022,Budget,0,Blended,YouTube,500k Exhaust
21/08/2022,Budget,0,Blended,Social TikTok,500k Exhaust
28/08/2022,Budget,6764.852934,Blended,BVOD,500k Exhaust
28/08/2022,Budget,0.104223674,Blended,Youtube,500k Exhaust
28/08/2022,Budget,0,Blended,Social FB IG,500k Exhaust
28/08/2022,Budget,5175.992265,Blended,TV,500k Exhaust
28/08/2022,Budget,0.199999998,Blended,Shopmium,500k Exhaust
28/08/2022,Budget,0,Blended,Social FB IG,500k Exhaust
28/08/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
28/08/2022,Budget,0,Blended,Programmatic Display,500k Exhaust
28/08/2022,Budget,0,Blended,Social FB IG,500k Exhaust
28/08/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
28/08/2022,Budget,0,Blended,BVOD,500k Exhaust
28/08/2022,Budget,0,Blended,YouTube,500k Exhaust
28/08/2022,Budget,0,Blended,Social TikTok,500k Exhaust
04/09/2022,Budget,6764.852934,Blended,BVOD,500k Exhaust
04/09/2022,Budget,0.104223674,Blended,Youtube,500k Exhaust
04/09/2022,Budget,0,Blended,Social FB IG,500k Exhaust
04/09/2022,Budget,5175.992265,Blended,TV,500k Exhaust
04/09/2022,Budget,0.199999998,Blended,Shopmium,500k Exhaust
04/09/2022,Budget,0,Blended,Social FB IG,500k Exhaust
04/09/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
04/09/2022,Budget,0,Blended,Programmatic Display,500k Exhaust
04/09/2022,Budget,0,Blended,Social FB IG,500k Exhaust
04/09/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
04/09/2022,Budget,0,Blended,BVOD,500k Exhaust
04/09/2022,Budget,0,Blended,YouTube,500k Exhaust
04/09/2022,Budget,0,Blended,Social TikTok,500k Exhaust
11/09/2022,Budget,6764.852934,Blended,BVOD,500k Exhaust
11/09/2022,Budget,0.104223674,Blended,Youtube,500k Exhaust
11/09/2022,Budget,0,Blended,Social FB IG,500k Exhaust
11/09/2022,Budget,5175.992265,Blended,TV,500k Exhaust
11/09/2022,Budget,0.199999998,Blended,Shopmium,500k Exhaust
11/09/2022,Budget,0,Blended,Social FB IG,500k Exhaust
11/09/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
11/09/2022,Budget,0,Blended,Programmatic Display,500k Exhaust
11/09/2022,Budget,0,Blended,Social FB IG,500k Exhaust
11/09/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
11/09/2022,Budget,0,Blended,BVOD,500k Exhaust
11/09/2022,Budget,0,Blended,YouTube,500k Exhaust
11/09/2022,Budget,0,Blended,Social TikTok,500k Exhaust
18/09/2022,Budget,6764.852934,Blended,BVOD,500k Exhaust
18/09/2022,Budget,0.104223674,Blended,Youtube,500k Exhaust
18/09/2022,Budget,0,Blended,Social FB IG,500k Exhaust
18/09/2022,Budget,5175.992265,Blended,TV,500k Exhaust
18/09/2022,Budget,0.199999998,Blended,Shopmium,500k Exhaust
18/09/2022,Budget,0,Blended,Social FB IG,500k Exhaust
18/09/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
18/09/2022,Budget,0,Blended,Programmatic Display,500k Exhaust
18/09/2022,Budget,0,Blended,Social FB IG,500k Exhaust
18/09/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
18/09/2022,Budget,0,Blended,BVOD,500k Exhaust
18/09/2022,Budget,0,Blended,YouTube,500k Exhaust
18/09/2022,Budget,0,Blended,Social TikTok,500k Exhaust
25/09/2022,Budget,6764.852934,Blended,BVOD,500k Exhaust
25/09/2022,Budget,0.104223674,Blended,Youtube,500k Exhaust
25/09/2022,Budget,0,Blended,Social FB IG,500k Exhaust
25/09/2022,Budget,5175.992265,Blended,TV,500k Exhaust
25/09/2022,Budget,0,Blended,Shopmium,500k Exhaust
25/09/2022,Budget,0,Blended,Social FB IG,500k Exhaust
25/09/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
25/09/2022,Budget,0,Blended,Programmatic Display,500k Exhaust
25/09/2022,Budget,0,Blended,Social FB IG,500k Exhaust
25/09/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
25/09/2022,Budget,0,Blended,BVOD,500k Exhaust
25/09/2022,Budget,0,Blended,YouTube,500k Exhaust
25/09/2022,Budget,0,Blended,Social TikTok,500k Exhaust
02/10/2022,Budget,6764.852934,Blended,BVOD,500k Exhaust
02/10/2022,Budget,0.053009572,Blended,Youtube,500k Exhaust
02/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
02/10/2022,Budget,5175.992265,Blended,TV,500k Exhaust
02/10/2022,Budget,0,Blended,Shopmium,500k Exhaust
02/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
02/10/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
02/10/2022,Budget,0,Blended,Programmatic Display,500k Exhaust
02/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
02/10/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
02/10/2022,Budget,0,Blended,BVOD,500k Exhaust
02/10/2022,Budget,0,Blended,YouTube,500k Exhaust
02/10/2022,Budget,0,Blended,Social TikTok,500k Exhaust
09/10/2022,Budget,9612.774907,Blended,BVOD,500k Exhaust
09/10/2022,Budget,0.00179547,Blended,Youtube,500k Exhaust
09/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
09/10/2022,Budget,0,Blended,TV,500k Exhaust
09/10/2022,Budget,0,Blended,Shopmium,500k Exhaust
09/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
09/10/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
09/10/2022,Budget,0.076923076,Blended,Programmatic Display,500k Exhaust
09/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
09/10/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
09/10/2022,Budget,0,Blended,BVOD,500k Exhaust
09/10/2022,Budget,0,Blended,YouTube,500k Exhaust
09/10/2022,Budget,0,Blended,Social TikTok,500k Exhaust
16/10/2022,Budget,9612.774907,Blended,BVOD,500k Exhaust
16/10/2022,Budget,0.00179547,Blended,Youtube,500k Exhaust
16/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
16/10/2022,Budget,0,Blended,TV,500k Exhaust
16/10/2022,Budget,0,Blended,Shopmium,500k Exhaust
16/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
16/10/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
16/10/2022,Budget,0.076923076,Blended,Programmatic Display,500k Exhaust
16/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
16/10/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
16/10/2022,Budget,0,Blended,BVOD,500k Exhaust
16/10/2022,Budget,0,Blended,YouTube,500k Exhaust
16/10/2022,Budget,0,Blended,Social TikTok,500k Exhaust
23/10/2022,Budget,9612.774907,Blended,BVOD,500k Exhaust
23/10/2022,Budget,0.00179547,Blended,Youtube,500k Exhaust
23/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
23/10/2022,Budget,0,Blended,TV,500k Exhaust
23/10/2022,Budget,0,Blended,Shopmium,500k Exhaust
23/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
23/10/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
23/10/2022,Budget,0.076923076,Blended,Programmatic Display,500k Exhaust
23/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
23/10/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
23/10/2022,Budget,0,Blended,BVOD,500k Exhaust
23/10/2022,Budget,0,Blended,YouTube,500k Exhaust
23/10/2022,Budget,0,Blended,Social TikTok,500k Exhaust
30/10/2022,Budget,9612.774907,Blended,BVOD,500k Exhaust
30/10/2022,Budget,0.00179547,Blended,Youtube,500k Exhaust
30/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
30/10/2022,Budget,0,Blended,TV,500k Exhaust
30/10/2022,Budget,0,Blended,Shopmium,500k Exhaust
30/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
30/10/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
30/10/2022,Budget,0.076923076,Blended,Programmatic Display,500k Exhaust
30/10/2022,Budget,0,Blended,Social FB IG,500k Exhaust
30/10/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
30/10/2022,Budget,0,Blended,BVOD,500k Exhaust
30/10/2022,Budget,0,Blended,YouTube,500k Exhaust
30/10/2022,Budget,0,Blended,Social TikTok,500k Exhaust
06/11/2022,Budget,9612.774907,Blended,BVOD,500k Exhaust
06/11/2022,Budget,0.00179547,Blended,Youtube,500k Exhaust
06/11/2022,Budget,0,Blended,Social FB IG,500k Exhaust
06/11/2022,Budget,0,Blended,TV,500k Exhaust
06/11/2022,Budget,0,Blended,Shopmium,500k Exhaust
06/11/2022,Budget,0,Blended,Social FB IG,500k Exhaust
06/11/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
06/11/2022,Budget,0.076923076,Blended,Programmatic Display,500k Exhaust
06/11/2022,Budget,0,Blended,Social FB IG,500k Exhaust
06/11/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
06/11/2022,Budget,0,Blended,BVOD,500k Exhaust
06/11/2022,Budget,0,Blended,YouTube,500k Exhaust
06/11/2022,Budget,0,Blended,Social TikTok,500k Exhaust
13/11/2022,Budget,9612.774907,Blended,BVOD,500k Exhaust
13/11/2022,Budget,0,Blended,Youtube,500k Exhaust
13/11/2022,Budget,0,Blended,Social FB IG,500k Exhaust
13/11/2022,Budget,0,Blended,TV,500k Exhaust
13/11/2022,Budget,0,Blended,Shopmium,500k Exhaust
13/11/2022,Budget,0,Blended,Social FB IG,500k Exhaust
13/11/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
13/11/2022,Budget,0.076923076,Blended,Programmatic Display,500k Exhaust
13/11/2022,Budget,0,Blended,Social FB IG,500k Exhaust
13/11/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
13/11/2022,Budget,0,Blended,BVOD,500k Exhaust
13/11/2022,Budget,0,Blended,YouTube,500k Exhaust
13/11/2022,Budget,0,Blended,Social TikTok,500k Exhaust
20/11/2022,Budget,0,Blended,BVOD,500k Exhaust
20/11/2022,Budget,0,Blended,Youtube,500k Exhaust
20/11/2022,Budget,0,Blended,Social FB IG,500k Exhaust
20/11/2022,Budget,0,Blended,TV,500k Exhaust
20/11/2022,Budget,0,Blended,Shopmium,500k Exhaust
20/11/2022,Budget,0,Blended,Social FB IG,500k Exhaust
20/11/2022,Budget,0,Blended,Social Snapchat,500k Exhaust
20/11/2022,Budget,0.076923076,Blended,Programmatic Display,500k Exhaust
20/11/2022,Budget,0,Blended,Social FB IG,500k Exhaust
20/11/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
20/11/2022,Budget,0,Blended,BVOD,500k Exhaust
20/11/2022,Budget,0,Blended,YouTube,500k Exhaust
20/11/2022,Budget,0,Blended,Social TikTok,500k Exhaust
27/11/2022,Budget,0,Blended,BVOD,500k Exhaust
27/11/2022,Budget,0,Blended,Youtube,500k Exhaust
27/11/2022,Budget,0,Blended,Social FB IG,500k Exhaust
27/11/2022,Budget,0,Blended,TV,500k Exhaust
27/11/2022,Budget,0,Blended,Shopmium,500k Exhaust
27/11/2022,Budget,0.199999998,Blended,Social FB IG,500k Exhaust
27/11/2022,Budget,0.166666665,Blended,Social Snapchat,500k Exhaust
27/11/2022,Budget,0.076923076,Blended,Programmatic Display,500k Exhaust
27/11/2022,Budget,0,Blended,Social FB IG,500k Exhaust
27/11/2022,Budget,0,Blended,Programmatic Video,500k Exhaust
27/11/2022,Budget,0,Blended,BVOD,500k Exhaust
27/11/2022,Budget,0,Blended,YouTube,500k Exhaust
27/11/2022,Budget,0,Blended,Social TikTok,500k Exhaust
04/12/2022,Budget,0,Blended,BVOD,500k Exhaust
04/12/2022,Budget,0,Blended,Youtube,500k Exhaust
04/12/2022,Budget,0,Blended,Social FB IG,500k Exhaust
04/12/2022,Budget,0,Blended,TV,500k Exhaust
04/12/2022,Budget,0,Blended,Shopmium,500k Exhaust
04/12/2022,Budget,0.199999998,Blended,Social FB IG,500k Exhaust
04/12/2022,Budget,0.166666665,Blended,Social Snapchat,500k Exhaust
04/12/2022,Budget,0.076923076,Blended,Programmatic Display,500k Exhaust
04/12/2022,Budget,0,Blended,Social FB IG,500k Exhaust
