,Date,Opt Channel,Value,Scenario,Budget/Revenue,Country,Brand,Channel Group,Channel,Year,Volume Scale-up factor (yearly),NNS,MC,FX rate,Volume
8754,2020-05-17,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8755,2020-05-24,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8756,2020-05-31,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8757,2020-06-07,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8758,2020-06-14,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8759,2020-06-21,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8760,2020-06-28,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8761,2020-07-05,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8762,2020-07-12,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8763,2020-07-19,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8764,2020-07-26,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8765,2020-08-02,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8766,2020-08-09,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8767,2020-08-16,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8768,2020-08-23,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8769,2020-08-30,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8770,2020-09-06,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8771,2020-09-13,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8772,2020-09-20,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8773,2020-09-27,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8774,2020-10-04,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8775,2020-10-11,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8776,2020-10-18,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8777,2020-10-25,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8778,2020-11-01,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8779,2020-11-08,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8780,2020-11-15,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8781,2020-11-22,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8782,2020-11-29,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8783,2020-12-06,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8784,2020-12-13,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8785,2020-12-20,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8786,2020-12-27,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2020,,,,,
8787,2021-01-03,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8788,2021-01-10,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8789,2021-01-17,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8790,2021-01-24,YouTube_Saudi Arabia_Nesquik,3266.838756562497,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,183.1976223634226
8791,2021-01-31,YouTube_Saudi Arabia_Nesquik,3266.838756562495,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,183.19762236342248
8792,2021-02-07,YouTube_Saudi Arabia_Nesquik,3266.838756562494,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,183.19762236342243
8793,2021-02-14,YouTube_Saudi Arabia_Nesquik,3266.838756562495,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,183.19762236342248
8794,2021-02-21,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8795,2021-02-28,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8796,2021-03-07,YouTube_Saudi Arabia_Nesquik,8101.922208749976,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,454.33919327509057
8797,2021-03-14,YouTube_Saudi Arabia_Nesquik,8101.922208749987,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,454.33919327509113
8798,2021-03-21,YouTube_Saudi Arabia_Nesquik,8101.922208749974,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,454.33919327509045
8799,2021-03-28,YouTube_Saudi Arabia_Nesquik,8101.922208749972,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,454.33919327509034
8800,2021-04-04,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8801,2021-04-11,YouTube_Saudi Arabia_Nesquik,4505.720548124995,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,252.671574252742
8802,2021-04-18,YouTube_Saudi Arabia_Nesquik,4505.720548124996,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,252.67157425274203
8803,2021-04-25,YouTube_Saudi Arabia_Nesquik,4505.720548124994,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,252.67157425274195
8804,2021-05-02,YouTube_Saudi Arabia_Nesquik,4505.720548124995,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,252.671574252742
8805,2021-05-09,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8806,2021-05-16,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8807,2021-05-23,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8808,2021-05-30,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8809,2021-06-06,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8810,2021-06-13,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8811,2021-06-20,YouTube_Saudi Arabia_Nesquik,1551.503834560383,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,87.00515536869521
8812,2021-06-27,YouTube_Saudi Arabia_Nesquik,1551.50383456038,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,87.00515536869504
8813,2021-07-04,YouTube_Saudi Arabia_Nesquik,1551.503834560381,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,87.0051553686951
8814,2021-07-11,YouTube_Saudi Arabia_Nesquik,1551.503834560382,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,87.00515536869517
8815,2021-07-18,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8816,2021-07-25,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8817,2021-08-01,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8818,2021-08-08,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8819,2021-08-15,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8820,2021-08-22,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8821,2021-08-29,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8822,2021-09-05,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8823,2021-09-12,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8824,2021-09-19,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8825,2021-09-26,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8826,2021-10-03,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8827,2021-10-10,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8828,2021-10-17,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8829,2021-10-24,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8830,2021-10-31,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8831,2021-11-07,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8832,2021-11-14,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8833,2021-11-21,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8834,2021-11-28,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8835,2021-12-05,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8836,2021-12-12,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8837,2021-12-19,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8838,2021-12-26,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2021,2.14,29.23331265069523,0.61,0.240137,0.0
8839,2022-01-02,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8840,2022-01-09,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8841,2022-01-16,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8842,2022-01-23,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8843,2022-01-30,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8844,2022-02-06,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8845,2022-02-13,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8846,2022-02-20,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8847,2022-02-27,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8848,2022-03-06,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8849,2022-03-13,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8850,2022-03-20,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8851,2022-03-27,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8852,2022-04-03,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8853,2022-04-10,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8854,2022-04-17,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8855,2022-04-24,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8856,2022-05-01,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8857,2022-05-08,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8858,2022-05-15,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8859,2022-05-22,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8860,2022-05-29,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8861,2022-06-05,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8862,2022-06-12,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8863,2022-06-19,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8864,2022-06-26,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8865,2022-07-03,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8866,2022-07-10,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8867,2022-07-17,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8868,2022-07-24,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8869,2022-07-31,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8870,2022-08-07,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8871,2022-08-14,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8872,2022-08-21,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8873,2022-08-28,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8874,2022-09-04,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8875,2022-09-11,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8876,2022-09-18,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8877,2022-09-25,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8878,2022-10-02,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8879,2022-10-09,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8880,2022-10-16,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8881,2022-10-23,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8882,2022-10-30,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8883,2022-11-06,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8884,2022-11-13,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8885,2022-11-20,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8886,2022-11-27,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8887,2022-12-04,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8888,2022-12-11,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8889,2022-12-18,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
8890,2022-12-25,YouTube_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,OLV,YouTube,2022,2.08,34.14717432132491,0.64,0.240137,0.0
