,Date,Opt Channel,Value,Scenario,Budget/Revenue,Country,Brand,Channel Group,Channel
5307,2020-11-01,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5308,2020-11-08,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5309,2020-11-15,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5310,2020-11-22,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5311,2020-11-29,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5312,2020-12-06,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5313,2020-12-13,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5314,2020-12-20,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5315,2020-12-27,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5316,2021-01-03,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5317,2021-01-10,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5318,2021-01-17,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5319,2021-01-24,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5320,2021-01-31,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5321,2021-02-07,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5322,2021-02-14,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5323,2021-02-21,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5324,2021-02-28,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5325,2021-03-07,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5326,2021-03-14,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5327,2021-03-21,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5328,2021-03-28,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5329,2021-04-04,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5330,2021-04-11,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5331,2021-04-18,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5332,2021-04-25,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5333,2021-05-02,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5334,2021-05-09,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5335,2021-05-16,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5336,2021-05-23,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5337,2021-05-30,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5338,2021-06-06,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5339,2021-06-13,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5340,2021-06-20,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5341,2021-06-27,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5342,2021-07-04,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5343,2021-07-11,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5344,2021-07-18,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5345,2021-07-25,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5346,2021-08-01,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5347,2021-08-08,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5348,2021-08-15,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5349,2021-08-22,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5350,2021-08-29,OLV_France_Chocapic,85.285249128,Scenario 2,Budget,France,Chocapic,OLV,OLV
5351,2021-09-05,OLV_France_Chocapic,85.28524912099999,Scenario 2,Budget,France,Chocapic,OLV,OLV
5352,2021-09-12,OLV_France_Chocapic,85.285249125,Scenario 2,Budget,France,Chocapic,OLV,OLV
5353,2021-09-19,OLV_France_Chocapic,85.285249132,Scenario 2,Budget,France,Chocapic,OLV,OLV
5354,2021-09-26,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5355,2021-10-03,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5356,2021-10-10,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5357,2021-10-17,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5358,2021-10-24,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5359,2021-10-31,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5360,2021-11-07,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5361,2021-11-14,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5362,2021-11-21,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5363,2021-11-28,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5364,2021-12-05,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5365,2021-12-12,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5366,2021-12-19,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5367,2021-12-26,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5368,2022-01-02,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5369,2022-01-09,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5370,2022-01-16,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5371,2022-01-23,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5372,2022-01-30,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5373,2022-02-06,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5374,2022-02-13,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5375,2022-02-20,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5376,2022-02-27,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5377,2022-03-06,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5378,2022-03-13,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5379,2022-03-20,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5380,2022-03-27,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5381,2022-04-03,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5382,2022-04-10,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5383,2022-04-17,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5384,2022-04-24,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5385,2022-05-01,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5386,2022-05-08,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5387,2022-05-15,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5388,2022-05-22,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5389,2022-05-29,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5390,2022-06-05,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5391,2022-06-12,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5392,2022-06-19,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5393,2022-06-26,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5394,2022-07-03,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5395,2022-07-10,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5396,2022-07-17,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5397,2022-07-24,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5398,2022-07-31,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5399,2022-08-07,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5400,2022-08-14,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5401,2022-08-21,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5402,2022-08-28,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5403,2022-09-04,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5404,2022-09-11,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5405,2022-09-18,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5406,2022-09-25,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5407,2022-10-02,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5408,2022-10-09,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5409,2022-10-16,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5410,2022-10-23,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5411,2022-10-30,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5412,2022-11-06,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5413,2022-11-13,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5414,2022-11-20,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5415,2022-11-27,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5416,2022-12-04,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5417,2022-12-11,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5418,2022-12-18,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5419,2022-12-25,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5420,2023-01-01,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5421,2023-01-08,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5422,2023-01-15,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5423,2023-01-22,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5424,2023-01-29,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5425,2023-02-05,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5426,2023-02-12,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5427,2023-02-19,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5428,2023-02-26,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5429,2023-03-05,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5430,2023-03-12,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5431,2023-03-19,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5432,2023-03-26,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5433,2023-04-02,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5434,2023-04-09,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5435,2023-04-16,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5436,2023-04-23,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5437,2023-04-30,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5438,2023-05-07,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5439,2023-05-14,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5440,2023-05-21,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5441,2023-05-28,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5442,2023-06-04,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5443,2023-06-11,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5444,2023-06-18,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5445,2023-06-25,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5446,2023-07-02,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5447,2023-07-09,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5448,2023-07-16,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5449,2023-07-23,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5450,2023-07-30,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5451,2023-08-06,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5452,2023-08-13,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5453,2023-08-20,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5454,2023-08-27,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5455,2023-09-03,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5456,2023-09-10,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5457,2023-09-17,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5458,2023-09-24,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5459,2023-10-01,OLV_France_Chocapic,0.0,Scenario 2,Budget,France,Chocapic,OLV,OLV
5460,2020-01-12,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5461,2020-01-19,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5462,2020-01-26,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5463,2020-02-02,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5464,2020-02-09,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5465,2020-02-16,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5466,2020-02-23,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5467,2020-03-01,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5468,2020-03-08,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5469,2020-03-15,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5470,2020-03-22,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5471,2020-03-29,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5472,2020-04-05,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5473,2020-04-12,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5474,2020-04-19,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5475,2020-04-26,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5476,2020-05-03,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5477,2020-05-10,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5478,2020-05-17,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5479,2020-05-24,OLV_France_Chocapic,413.5820843264311,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5480,2020-05-31,OLV_France_Chocapic,475.76372860979353,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5481,2020-06-07,OLV_France_Chocapic,316.1274232171834,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5482,2020-06-14,OLV_France_Chocapic,242.04430335105647,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5483,2020-06-21,OLV_France_Chocapic,648.5101803785368,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5484,2020-06-28,OLV_France_Chocapic,33.11240527745928,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5485,2020-07-05,OLV_France_Chocapic,1.3266088023202076,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5486,2020-07-12,OLV_France_Chocapic,0.05261502538302617,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5487,2020-07-19,OLV_France_Chocapic,0.0020859433600288312,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5488,2020-07-26,OLV_France_Chocapic,8.269672930145883e-05,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5489,2020-08-02,OLV_France_Chocapic,3.2784901360483154e-06,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5490,2020-08-09,OLV_France_Chocapic,1.299748814291942e-07,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5491,2020-08-16,OLV_France_Chocapic,5.152748085280939e-09,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5492,2020-08-23,OLV_France_Chocapic,2.0430069339017038e-10,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5493,2020-08-30,OLV_France_Chocapic,8.13137088120081e-12,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5494,2020-09-06,OLV_France_Chocapic,3.388071200500338e-13,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5495,2020-09-13,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5496,2020-09-20,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5497,2020-09-27,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5498,2020-10-04,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5499,2020-10-11,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5500,2020-10-18,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5501,2020-10-25,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5502,2020-11-01,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5503,2020-11-08,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5504,2020-11-15,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5505,2020-11-22,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5506,2020-11-29,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5507,2020-12-06,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5508,2020-12-13,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5509,2020-12-20,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5510,2020-12-27,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5511,2021-01-03,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5512,2021-01-10,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5513,2021-01-17,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5514,2021-01-24,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5515,2021-01-31,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5516,2021-02-07,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5517,2021-02-14,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5518,2021-02-21,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5519,2021-02-28,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5520,2021-03-07,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5521,2021-03-14,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5522,2021-03-21,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5523,2021-03-28,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5524,2021-04-04,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5525,2021-04-11,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5526,2021-04-18,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5527,2021-04-25,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5528,2021-05-02,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5529,2021-05-09,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5530,2021-05-16,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5531,2021-05-23,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5532,2021-05-30,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5533,2021-06-06,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5534,2021-06-13,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5535,2021-06-20,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5536,2021-06-27,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5537,2021-07-04,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5538,2021-07-11,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5539,2021-07-18,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5540,2021-07-25,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5541,2021-08-01,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5542,2021-08-08,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5543,2021-08-15,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5544,2021-08-22,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5545,2021-08-29,OLV_France_Chocapic,27.553375784820876,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5546,2021-09-05,OLV_France_Chocapic,28.635408670647504,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5547,2021-09-12,OLV_France_Chocapic,28.678289473325588,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5548,2021-09-19,OLV_France_Chocapic,28.679989448381857,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5549,2021-09-26,OLV_France_Chocapic,1.147400474610287,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5550,2021-10-03,OLV_France_Chocapic,0.04550482263646199,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5551,2021-10-10,OLV_France_Chocapic,0.0018040525409091536,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5552,2021-10-17,OLV_France_Chocapic,7.152122828409784e-05,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5553,2021-10-24,OLV_France_Chocapic,2.835440365933327e-06,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5554,2021-10-31,OLV_France_Chocapic,1.1241027330800034e-07,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5555,2021-11-07,OLV_France_Chocapic,4.456499453578119e-09,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5556,2021-11-14,OLV_France_Chocapic,1.7668791310609262e-10,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5557,2021-11-21,OLV_France_Chocapic,6.9455459610256924e-12,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5558,2021-11-28,OLV_France_Chocapic,3.388071200500338e-13,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5559,2021-12-05,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
5560,2021-12-12,OLV_France_Chocapic,0.0,Scenario 2,ST Revenue,France,Chocapic,OLV,OLV
